overallratingdiff,newoverallrating,oldoverallrating,teamid,playerid
-1,84,85,2,202811
1,90,89,9,203376
1,90,89,9,209331
1,89,88,10,210257
1,89,88,10,218667
2,91,89,10,231866
1,92,91,10,239085
-2,81,83,11,190460
-2,86,88,11,212198
-2,83,85,11,231677
-1,84,85,13,186345
2,89,87,21,167495
1,91,90,21,202126
3,88,85,21,222492
2,88,86,21,256790
-2,81,83,22,178603
-3,84,87,22,235073
-2,82,84,25,207862
2,88,86,45,186153
2,89,87,73,230621
2,93,91,73,231747
-2,81,83,234,216547
-2,84,86,241,210514
2,89,87,243,252371
-2,81,83,448,230869
-2,82,84,457,227127
-2,81,83,481,155862
-1,84,85,481,224334
2,88,86,605,223848
-2,84,86,607,215914
-1,84,85,1824,188943
3,87,84,115841,198706
1,89,88,115998,226302
-2,83,85,115998,226375
-2,81,83,115998,233838
3,88,85,116009,265239
-1,84,85,116010,227383
-1,84,85,116010,238257
-2,82,84,116010,258310
2,88,86,116012,247504
1,90,89,116033,227361
2,88,86,116033,231432
3,89,86,116033,265674
1,89,88,116034,246272
-1,82,83,116303,243775
-1,86,87,116325,227776
2,90,88,116325,237289
3,88,85,116325,246629
-1,84,85,116365,217870
-2,81,83,116365,225116
