overallratingdiff,newoverallrating,oldoverallrating,teamid,playerid
1,90,89,9,203376
1,90,89,9,209331
2,91,89,9,212831
-2,82,84,10,188377
1,89,88,10,218667
2,91,89,10,231866
1,92,91,10,239085
-2,87,89,10,239818
-1,84,85,13,186345
-2,85,87,18,200104
1,91,90,21,202126
-3,81,84,21,237086
-1,82,83,22,178603
-2,82,84,22,212190
-3,81,84,22,212194
2,89,87,22,235073
-1,82,83,69,199451
4,91,87,73,230621
2,93,91,73,231747
-1,83,84,144,229391
-3,81,84,175,192984
2,90,88,240,194765
3,91,88,240,200389
2,92,90,241,188545
-2,87,89,241,192448
2,91,89,243,238794
-1,82,83,326,180930
-2,82,84,448,230869
2,92,90,607,165153
-1,83,84,114912,192505
2,89,87,115998,241846
-1,83,84,116009,226979
-2,83,85,116009,265239
-1,84,85,116009,265242
1,91,90,116010,227125
-2,82,84,116011,265252
-1,85,86,116017,240714
-2,83,85,116017,246219
-1,83,84,116017,257001
-1,85,86,116017,257008
2,90,88,116033,227316
1,90,89,116033,227361
2,90,88,116033,245956
3,89,86,116033,265674
3,89,86,116034,237197
1,91,90,116325,227102
1,89,88,116325,227190
1,91,90,116325,241667
-2,82,84,116365,216435
-1,84,85,116365,217870
