overallratingdiff,newoverallrating,oldoverallrating,teamid,playerid
-2,82,84,1,233934
3,89,86,1,234378
2,91,89,9,203376
-1,87,88,10,210257
-1,85,86,10,237692
1,92,91,10,239085
3,89,86,11,200145
3,90,87,11,212198
-1,86,87,18,200104
-1,84,85,18,220697
-1,83,84,18,240091
3,90,87,21,167495
1,91,90,21,202126
2,89,87,32,256630
-1,84,85,44,177683
-1,85,86,44,224232
2,89,87,47,215698
3,88,85,47,232656
-1,83,84,47,232756
2,93,91,73,231747
-2,86,88,240,194765
-1,87,88,240,200389
-2,82,84,240,201153
2,92,90,241,188545
2,91,89,243,238794
2,90,88,243,239053
-1,83,84,243,241637
-1,83,84,114912,192505
-2,83,85,115998,226375
-1,84,85,115998,247789
-2,82,84,116009,227110
-1,86,87,116009,245802
-1,85,86,116009,245872
-2,83,85,116009,246426
-3,82,85,116009,265239
-1,83,84,116009,265242
3,89,86,116017,257008
2,90,88,116033,245956
3,89,86,116033,265674
3,89,86,116034,233662
3,89,86,116034,237197
2,90,88,116034,246272
4,89,85,116035,246641
1,90,89,116302,264012
-1,83,84,116306,238212
-1,83,84,116307,226890
2,92,90,116325,227102
1,89,88,116325,227190
2,93,91,116325,227203
-1,84,85,116365,217870
