overallratingdiff,newoverallrating,oldoverallrating,teamid,playerid
-1,82,83,44,199845
-1,85,86,44,224232
2,86,84,45,235805
2,85,83,47,178509
2,87,85,47,232656
2,88,86,47,241721
-1,80,81,54,215333
2,86,84,240,193747
3,87,84,240,226161
2,92,90,241,188545
1,90,89,241,192448
-2,80,82,241,204525
1,87,86,241,210514
-2,83,85,241,241486
-1,81,82,243,200724
-2,82,84,243,204963
-2,84,86,243,205452
-2,87,89,243,238794
3,84,81,325,201399
1,85,84,450,192629
-1,81,82,453,202648
-2,82,84,457,227127
-1,82,83,457,230142
-1,81,82,461,262621
4,85,81,472,246657
-2,81,83,481,155862
-1,82,83,607,209499
2,85,83,110062,228813
3,86,83,110062,244369
2,86,84,111674,208418
2,88,86,112139,20801
2,85,83,112139,216352
3,93,90,112893,158023
1,85,84,112893,176580
3,85,82,112893,189332
-2,81,83,114912,229582
-1,82,83,115841,210413
-2,80,82,115845,240679
-2,80,82,116300,264011
-1,82,83,116302,226359
-2,80,82,116303,233838
-1,81,82,116303,243775
-1,81,82,116304,243263
1,87,86,116305,232073
2,86,84,116306,238212
2,86,84,116307,226890
2,89,87,116310,232075
-1,86,87,116312,226301
2,87,85,116312,237673
-2,84,86,116365,247635
