overallratingdiff,newoverallrating,oldoverallrating,teamid,playerid
-2,68,70,299,190491
-2,67,69,299,197996
-3,65,68,299,246389
4,76,72,300,205214
-2,67,69,319,177448
3,77,74,320,199792
5,77,72,320,248166
-3,65,68,417,246063
-3,67,70,700,192102
-2,69,71,700,209063
-3,65,68,710,201967
-2,69,71,710,204850
3,77,74,711,234488
2,78,76,918,222227
-2,68,70,918,222389
-3,66,69,918,225077
-2,67,69,918,228238
2,75,73,918,242162
3,76,73,982,207494
-2,65,67,1439,215817
-2,68,70,1456,190459
3,77,74,1473,212432
-2,73,75,1473,213189
2,76,74,1473,246937
3,74,71,1473,256370
3,74,71,1474,207730
2,75,73,1477,267825
3,78,75,2056,225733
-2,68,70,110765,187858
2,75,73,110765,223994
4,76,72,110955,210377
3,75,72,110955,246093
5,76,71,111724,182224
2,75,73,111768,227527
-2,70,72,111768,227642
-4,65,69,111768,228017
2,77,75,111768,236690
2,76,74,111768,251294
4,75,71,111769,235002
-2,65,67,111774,224466
2,75,73,111779,219908
-2,66,68,112126,215487
-2,71,73,112540,200741
-2,69,71,112540,221445
5,77,72,112540,224599
4,76,72,112540,228819
-2,71,73,112558,200601
2,76,74,112558,221875
-2,72,74,116360,244723
-2,71,73,131173,210016
